instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,year,workingday_str,time_category
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,Spring,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,Spring,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,Spring,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,Spring,Light Snow/Rain,2011,Holiday/Weekend,Morning (05-11)
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,Spring,Light Snow/Rain,2011,Holiday/Weekend,Morning (05-11)
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,Spring,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,Spring,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,Spring,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Spring,Misty/Cloudy,2011,Working Day,Evening (15-20)
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Spring,Misty/Cloudy,2011,Working Day,Night (20-05)
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Spring,Misty/Cloudy,2011,Working Day,Evening (15-20)
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Spring,Misty/Cloudy,2011,Working Day,Evening (15-20)
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Spring,Misty/Cloudy,2011,Working Day,Evening (15-20)
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Spring,Light Snow/Rain,2011,Working Day,Evening (15-20)
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Spring,Light Snow/Rain,2011,Working Day,Evening (15-20)
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Spring,Light Snow/Rain,2011,Working Day,Night (20-05)
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Spring,Light Snow/Rain,2011,Working Day,Night (20-05)
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Spring,Light Snow/Rain,2011,Working Day,Night (20-05)
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Spring,Light Snow/Rain,2011,Working Day,Night (20-05)
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Spring,Misty/Cloudy,2011,Working Day,Night (20-05)
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Spring,Misty/Cloudy,2011,Working Day,Night (20-05)
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Spring,Misty/Cloudy,2011,Working Day,Morning (05-11)
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Spring,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Spring,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Spring,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Spring,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Spring,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Spring,Misty/Cloudy,2011,Working Day,Night (20-05)
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Spring,Misty/Cloudy,2011,Working Day,Night (20-05)
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Spring,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Spring,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Spring,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Spring,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Spring,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
